Total Entries,Average Load Time (s),Timestamp
0,NaN,2025-09-09T15:08:16.651Z
0,NaN,2025-09-09T15:10:16.655Z
0,NaN,2025-09-09T15:26:32.699Z
0,NaN,2025-09-09T15:28:02.384Z
